,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1
3321,1,0,8.0,7.0,10.0,5.0,10.0,,,,,
3324,1,1,8.0,7.0,10.0,5.0,10.0,,,,,
3325,1,0,8.0,7.0,10.0,5.0,10.0,,,,,
3328,1,0,6.0,6.0,6.0,6.0,6.0,,,,,
3329,1,0,6.0,6.0,6.0,6.0,6.0,,,,,
3333,1,0,6.0,6.0,6.0,6.0,6.0,,,,,
3334,1,0,6.0,6.0,6.0,6.0,6.0,,,,,
3335,1,1,6.0,6.0,6.0,6.0,6.0,,,,,
3336,1,0,6.0,6.0,6.0,6.0,6.0,,,,,
3337,1,0,6.0,6.0,6.0,6.0,6.0,,,,,
3338,1,0,6.0,6.0,6.0,6.0,6.0,,,,,
3339,1,0,6.0,6.0,6.0,6.0,6.0,,,,,
3341,1,0,6.0,6.0,6.0,6.0,6.0,,,,,
3344,1,0,6.0,6.0,6.0,6.0,6.0,,,,,
3345,1,1,6.0,6.0,6.0,6.0,6.0,,,,,
3366,1,1,8.0,8.0,9.0,8.0,3.0,,,,,
3367,1,0,8.0,8.0,9.0,8.0,3.0,,,,,
3368,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3369,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3373,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3374,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3375,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3376,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3377,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3378,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3379,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3381,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3384,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3385,1,0,8.0,8.0,8.0,8.0,6.0,,,,,
3390,1,0,7.0,8.0,7.0,8.0,8.0,,,,,
3392,1,0,7.0,8.0,7.0,8.0,8.0,,,,,
3413,0,0,7.0,7.0,8.0,8.0,10.0,9.0,6.0,9.0,6.0,10.0
3414,0,0,7.0,7.0,8.0,8.0,10.0,9.0,6.0,9.0,6.0,10.0
3415,0,0,7.0,7.0,8.0,8.0,10.0,9.0,6.0,9.0,6.0,10.0
3416,0,0,7.0,7.0,8.0,8.0,10.0,9.0,6.0,9.0,6.0,10.0
3417,0,1,6.0,9.0,8.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0
3418,0,0,6.0,9.0,8.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0
3419,0,0,6.0,9.0,8.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0
3420,0,0,6.0,9.0,8.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0
3430,0,0,7.0,9.0,8.0,10.0,8.0,8.0,9.0,8.0,10.0,9.0
3435,0,0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,9.0,7.0,10.0
3436,0,0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,9.0,7.0,10.0
3437,0,0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,9.0,7.0,10.0
3438,0,0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,9.0,7.0,10.0
3444,0,0,10.0,9.0,9.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0
3445,0,1,10.0,9.0,9.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0
3446,0,0,10.0,9.0,9.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0
3447,0,0,10.0,9.0,9.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0
3453,0,0,7.0,9.0,9.0,7.0,4.0,7.0,10.0,8.0,7.0,7.0
3454,0,0,7.0,9.0,9.0,7.0,4.0,7.0,10.0,8.0,7.0,7.0
3455,0,1,7.0,9.0,9.0,7.0,4.0,7.0,10.0,8.0,7.0,7.0
3456,0,0,7.0,9.0,9.0,7.0,4.0,7.0,10.0,8.0,7.0,7.0
3466,0,0,3.0,8.0,3.0,5.0,6.0,3.0,5.0,3.0,3.0,4.0
3475,0,0,8.0,10.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0
3490,1,1,7.0,9.0,9.0,8.0,5.0,7.0,8.0,9.0,6.0,6.0
3492,1,0,7.0,9.0,9.0,8.0,5.0,7.0,8.0,9.0,6.0,6.0
3493,1,0,7.0,9.0,9.0,8.0,5.0,7.0,8.0,9.0,6.0,6.0
3494,1,0,7.0,9.0,9.0,8.0,5.0,7.0,8.0,9.0,6.0,6.0
3499,1,0,7.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,9.0
3501,1,0,7.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,9.0
3502,1,1,7.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,9.0
3503,1,0,7.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,9.0
3508,1,0,5.0,7.0,8.0,6.0,7.0,6.0,7.0,9.0,7.0,6.0
3510,1,0,5.0,7.0,8.0,6.0,7.0,6.0,7.0,9.0,7.0,6.0
3511,1,0,5.0,7.0,8.0,6.0,7.0,6.0,7.0,9.0,7.0,6.0
3512,1,1,5.0,7.0,8.0,6.0,7.0,6.0,7.0,9.0,7.0,6.0
3517,1,0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0
3519,1,0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0
3520,1,0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0
3521,1,0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0
3527,1,0,5.0,10.0,8.0,2.0,4.0,3.0,8.0,6.0,2.0,3.0
3531,1,0,5.0,10.0,8.0,2.0,4.0,3.0,8.0,6.0,2.0,3.0
3532,1,0,5.0,10.0,8.0,2.0,4.0,3.0,8.0,6.0,2.0,3.0
3534,1,0,5.0,6.0,8.0,8.0,8.0,5.0,8.0,6.0,8.0,7.0
3543,1,0,7.0,9.0,10.0,7.0,7.0,7.0,9.0,10.0,7.0,7.0
3552,1,0,10.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0
3561,1,0,8.0,10.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0
3571,0,1,9.0,9.0,9.0,9.0,10.0,9.0,10.0,8.0,7.0,7.0
3590,0,0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,8.0,7.0,7.0
3601,0,0,8.0,10.0,8.0,9.0,7.0,8.0,10.0,9.0,9.0,9.0
3605,0,0,8.0,10.0,8.0,9.0,7.0,8.0,10.0,9.0,9.0,9.0
3607,0,0,8.0,10.0,8.0,9.0,7.0,8.0,10.0,9.0,9.0,9.0
3609,0,0,8.0,10.0,8.0,9.0,7.0,8.0,10.0,9.0,9.0,9.0
3612,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3614,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3615,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3616,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3617,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3618,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3619,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3620,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3623,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3625,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3627,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3629,0,0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
3643,0,0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3647,0,0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3649,0,0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3651,0,0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3664,0,0,6.0,9.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0
3668,0,0,6.0,9.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0
3670,0,1,6.0,9.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0
3672,0,0,6.0,9.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0
3675,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3677,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3678,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3679,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3680,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3681,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3682,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3683,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3686,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3688,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3690,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3692,0,0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
3708,0,0,6.0,10.0,9.0,8.0,5.0,6.0,10.0,8.0,7.0,6.0
3717,0,0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3719,0,0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3720,0,0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3721,0,1,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3722,0,0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3723,0,0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3724,0,0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3725,0,0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3728,0,0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3730,0,0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3732,0,0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3734,0,0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
3748,0,0,6.0,9.0,9.0,7.0,6.0,6.0,9.0,9.0,7.0,9.0
3752,0,0,6.0,9.0,9.0,7.0,6.0,6.0,9.0,9.0,7.0,9.0
3754,0,0,6.0,9.0,9.0,7.0,6.0,6.0,9.0,9.0,7.0,9.0
3756,0,1,6.0,9.0,9.0,7.0,6.0,6.0,9.0,9.0,7.0,9.0
3769,0,0,5.0,8.0,7.0,7.0,8.0,5.0,8.0,8.0,6.0,9.0
3773,0,0,5.0,8.0,7.0,7.0,8.0,5.0,8.0,8.0,6.0,9.0
3775,0,0,5.0,8.0,7.0,7.0,8.0,5.0,8.0,8.0,6.0,9.0
3777,0,1,5.0,8.0,7.0,7.0,8.0,5.0,8.0,8.0,6.0,9.0
3780,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3782,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3783,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3784,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3785,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3786,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3787,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3788,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3791,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3793,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3795,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3797,0,0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
3810,0,1,8.0,8.0,8.0,8.0,5.0,8.0,7.0,10.0,9.0,8.0
3820,0,1,8.0,8.0,8.0,8.0,5.0,8.0,7.0,10.0,9.0,8.0
3822,0,0,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3824,0,0,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3825,0,0,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3826,0,0,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3827,0,0,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3828,0,1,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3829,0,1,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3830,0,0,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3833,0,0,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3835,0,0,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3837,0,0,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3839,0,0,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
3843,0,0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3845,0,0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3846,0,0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3847,0,0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3848,0,0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3849,0,0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3850,0,0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3851,0,1,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3854,0,0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3856,0,0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3858,0,0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3860,0,0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
3864,0,0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3866,0,0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3867,0,0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3868,0,0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3869,0,0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3870,0,0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3871,0,0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3872,0,0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3875,0,0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3877,0,0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3879,0,1,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3881,0,0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
3895,0,0,7.0,6.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0
3899,0,0,7.0,6.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0
3901,0,0,7.0,6.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0
3903,0,0,7.0,6.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0
3907,0,1,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0
3926,0,1,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0
3927,0,0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3929,0,0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3930,0,0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3931,0,0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3932,0,0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3933,0,1,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3934,0,0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3935,0,0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3938,0,0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3940,0,0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3942,0,1,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3944,0,0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
3958,0,0,5.0,4.0,8.0,7.0,6.0,5.0,5.0,8.0,7.0,5.0
3962,0,0,5.0,4.0,8.0,7.0,6.0,5.0,5.0,8.0,7.0,5.0
3964,0,0,5.0,4.0,8.0,7.0,6.0,5.0,5.0,8.0,7.0,5.0
3966,0,0,5.0,4.0,8.0,7.0,6.0,5.0,5.0,8.0,7.0,5.0
3969,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3971,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3972,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3973,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3974,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3975,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3976,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3977,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3980,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3982,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3984,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3986,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3990,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3992,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3993,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3994,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3995,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3996,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3997,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
3998,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
4001,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
4003,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
4005,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
4007,0,0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
4013,1,0,7.0,10.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,8.0
4016,1,0,7.0,10.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,8.0
4018,1,0,7.0,10.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,8.0
4021,1,0,7.0,10.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,8.0
4023,1,0,7.0,10.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,8.0
4024,1,0,7.0,10.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,8.0
4025,1,0,7.0,10.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,8.0
4028,1,0,7.0,10.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,8.0
4030,1,0,7.0,10.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,8.0
4031,1,0,7.0,10.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,8.0
4032,1,1,7.0,7.0,9.0,10.0,9.0,7.0,8.0,9.0,9.0,8.0
4048,1,1,7.0,7.0,9.0,10.0,9.0,7.0,8.0,9.0,9.0,8.0
4055,1,0,10.0,7.0,10.0,6.0,10.0,9.0,6.0,10.0,5.0,10.0
4058,1,0,10.0,7.0,10.0,6.0,10.0,9.0,6.0,10.0,5.0,10.0
4060,1,0,10.0,7.0,10.0,6.0,10.0,9.0,6.0,10.0,5.0,10.0
4063,1,0,10.0,7.0,10.0,6.0,10.0,9.0,6.0,10.0,5.0,10.0
4065,1,0,10.0,7.0,10.0,6.0,10.0,9.0,6.0,10.0,5.0,10.0
4066,1,0,10.0,7.0,10.0,6.0,10.0,9.0,6.0,10.0,5.0,10.0
4067,1,0,10.0,7.0,10.0,6.0,10.0,9.0,6.0,10.0,5.0,10.0
4070,1,0,10.0,7.0,10.0,6.0,10.0,9.0,6.0,10.0,5.0,10.0
4072,1,0,10.0,7.0,10.0,6.0,10.0,9.0,6.0,10.0,5.0,10.0
4073,1,0,10.0,7.0,10.0,6.0,10.0,9.0,6.0,10.0,5.0,10.0
4076,1,0,7.0,6.0,10.0,7.0,8.0,5.0,6.0,9.0,6.0,7.0
4079,1,0,7.0,6.0,10.0,7.0,8.0,5.0,6.0,9.0,6.0,7.0
4081,1,0,7.0,6.0,10.0,7.0,8.0,5.0,6.0,9.0,6.0,7.0
4084,1,0,7.0,6.0,10.0,7.0,8.0,5.0,6.0,9.0,6.0,7.0
4086,1,0,7.0,6.0,10.0,7.0,8.0,5.0,6.0,9.0,6.0,7.0
4087,1,0,7.0,6.0,10.0,7.0,8.0,5.0,6.0,9.0,6.0,7.0
4088,1,0,7.0,6.0,10.0,7.0,8.0,5.0,6.0,9.0,6.0,7.0
4091,1,0,7.0,6.0,10.0,7.0,8.0,5.0,6.0,9.0,6.0,7.0
4093,1,0,7.0,6.0,10.0,7.0,8.0,5.0,6.0,9.0,6.0,7.0
4094,1,0,7.0,6.0,10.0,7.0,8.0,5.0,6.0,9.0,6.0,7.0
4097,1,0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0
4100,1,0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0
4102,1,1,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0
4105,1,0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0
4107,1,0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0
4108,1,0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0
4109,1,0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0
4112,1,0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0
4114,1,0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0
4115,1,0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0
4118,1,0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0
4121,1,0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0
4123,1,0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0
4126,1,0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0
4128,1,0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0
4129,1,0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0
4130,1,0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0
4133,1,0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0
4135,1,0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0
4136,1,0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0
4139,1,0,8.0,9.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0
4142,1,0,8.0,9.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0
4144,1,0,8.0,9.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0
4147,1,0,8.0,9.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0
4149,1,1,8.0,9.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0
4150,1,0,8.0,9.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0
4151,1,0,8.0,9.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0
4154,1,1,8.0,9.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0
4156,1,0,8.0,9.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0
4157,1,0,8.0,9.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0
4160,1,0,5.0,9.0,8.0,5.0,6.0,5.0,8.0,9.0,5.0,7.0
4163,1,0,5.0,9.0,8.0,5.0,6.0,5.0,8.0,9.0,5.0,7.0
4165,1,0,5.0,9.0,8.0,5.0,6.0,5.0,8.0,9.0,5.0,7.0
4168,1,0,5.0,9.0,8.0,5.0,6.0,5.0,8.0,9.0,5.0,7.0
4170,1,1,5.0,9.0,8.0,5.0,6.0,5.0,8.0,9.0,5.0,7.0
4171,1,0,5.0,9.0,8.0,5.0,6.0,5.0,8.0,9.0,5.0,7.0
4172,1,0,5.0,9.0,8.0,5.0,6.0,5.0,8.0,9.0,5.0,7.0
4175,1,0,5.0,9.0,8.0,5.0,6.0,5.0,8.0,9.0,5.0,7.0
4177,1,0,5.0,9.0,8.0,5.0,6.0,5.0,8.0,9.0,5.0,7.0
4178,1,0,5.0,9.0,8.0,5.0,6.0,5.0,8.0,9.0,5.0,7.0
4181,1,0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,9.0,4.0,7.0
4184,1,0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,9.0,4.0,7.0
