,iid,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb,tmp_sha,tmp2_attr,tmp2_sinc,tmp2_intel,tmp2_fun,tmp2_amb,tmp2_shar,tmp2_like,condtn,round,int_corr,age_o,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1
60,442,1.0,33.33333333333333,7.0,9.0,8.0,8.0,9.0,40.0,10.0,0.0,45.0,0.0,5.0,5.833333333333333,7.833333333333333,8.333333333333334,6.166666666666667,7.833333333333333,5.0,6.5,2.0,14.0,0.1566666666666666,25.0,25.5,20.33333333333333,15.5,24.33333333333333,17.0,11.5,11.333333333333334,24.666666666666668,12.333333333333334,15.5,15.0,16.833333333333332,14.0,38.333333333333336,7.333333333333333,12.0,21.666666666666668,9.833333333333334,11.166666666666666,6.166666666666667,7.333333333333333,7.0,8.166666666666666,6.5
61,444,1.0,0.0,8.0,7.0,8.0,9.0,7.0,50.0,10.0,10.0,30.0,0.0,0.0,8.833333333333334,7.0,8.166666666666666,7.833333333333333,9.166666666666666,6.166666666666667,7.666666666666667,2.0,14.0,-0.0033333333333333,26.0,25.5,20.33333333333333,15.5,24.33333333333333,17.0,11.5,11.333333333333334,24.666666666666668,12.333333333333334,15.5,15.0,16.833333333333332,14.0,38.333333333333336,7.333333333333333,12.0,21.666666666666668,9.833333333333334,11.166666666666666,6.166666666666667,7.333333333333333,7.0,8.166666666666666,6.5
62,445,1.0,33.33333333333333,9.0,8.0,10.0,7.0,7.0,40.0,12.0,18.0,12.0,6.0,12.0,7.333333333333333,7.833333333333333,8.166666666666666,7.833333333333333,8.333333333333334,7.666666666666667,7.5,2.0,14.0,0.1883333333333333,30.0,25.5,20.33333333333333,15.5,24.33333333333333,17.0,11.5,11.333333333333334,24.666666666666668,12.333333333333334,15.5,15.0,16.833333333333332,14.0,38.333333333333336,7.333333333333333,12.0,21.666666666666668,9.833333333333334,11.166666666666666,6.166666666666667,7.333333333333333,7.0,8.166666666666666,6.5
63,447,1.0,0.0,6.0,10.0,7.0,6.0,4.0,15.0,30.0,25.0,20.0,0.0,10.0,6.5,8.5,8.0,7.5,7.0,2.5,7.0,2.0,14.0,0.3,26.0,24.5,12.5,20.0,20.0,17.5,15.0,15.0,37.5,15.0,10.0,20.0,10.0,7.5,37.5,10.0,10.0,20.0,10.0,12.5,6.5,9.0,7.0,8.5,9.0
64,448,1.0,50.0,8.0,9.0,9.0,8.0,10.0,25.0,15.0,25.0,25.0,5.0,5.0,8.166666666666666,5.5,7.833333333333333,7.666666666666667,9.166666666666666,6.5,6.0,2.0,14.0,0.3733333333333333,22.0,25.5,20.33333333333333,15.5,24.33333333333333,17.0,11.5,11.333333333333334,24.666666666666668,12.333333333333334,15.5,15.0,16.833333333333332,14.0,38.333333333333336,7.333333333333333,12.0,21.666666666666668,9.833333333333334,11.166666666666666,6.166666666666667,7.333333333333333,7.0,8.166666666666666,6.5
65,449,1.0,0.0,7.0,10.0,10.0,10.0,8.0,55.0,2.0,1.0,40.0,1.0,1.0,7.0,7.0,7.0,7.0,4.0,3.0,6.0,2.0,14.0,0.44,23.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,35.0,10.0,10.0,35.0,5.0,5.0,8.0,6.0,8.0,6.0,7.0
66,450,1.0,33.33333333333333,9.0,6.0,10.0,7.0,10.0,50.0,5.0,5.0,5.0,5.0,30.0,5.5,7.333333333333333,8.333333333333334,7.166666666666667,8.5,6.666666666666667,6.333333333333333,2.0,14.0,0.33,25.0,25.5,20.33333333333333,15.5,24.33333333333333,17.0,11.5,11.333333333333334,24.666666666666668,12.333333333333334,15.5,15.0,16.833333333333332,14.0,38.333333333333336,7.333333333333333,12.0,21.666666666666668,9.833333333333334,11.166666666666666,6.166666666666667,7.333333333333333,7.0,8.166666666666666,6.5
67,451,1.0,0.0,2.0,4.0,4.0,4.0,4.0,20.0,40.0,5.0,20.0,5.0,10.0,3.5,6.5,8.0,5.0,7.5,2.5,5.0,2.0,14.0,0.08,30.0,24.5,12.5,20.0,20.0,17.5,15.0,15.0,37.5,15.0,10.0,20.0,10.0,7.5,37.5,10.0,10.0,20.0,10.0,12.5,6.5,9.0,7.0,8.5,9.0
68,452,1.0,0.0,7.0,8.0,10.0,7.0,8.0,35.0,30.0,25.0,5.0,0.0,5.0,5.5,7.5,8.5,8.0,8.5,2.5,5.5,2.0,14.0,0.0049999999999999,29.0,24.5,12.5,20.0,20.0,17.5,15.0,15.0,37.5,15.0,10.0,20.0,10.0,7.5,37.5,10.0,10.0,20.0,10.0,12.5,6.5,9.0,7.0,8.5,9.0
69,453,1.0,0.0,5.0,6.0,8.0,7.0,5.0,30.0,30.0,30.0,5.0,0.0,5.0,3.5,8.0,8.0,6.0,6.5,1.5,3.5,2.0,14.0,0.095,27.0,24.5,12.5,20.0,20.0,17.5,15.0,15.0,37.5,15.0,10.0,20.0,10.0,7.5,37.5,10.0,10.0,20.0,10.0,12.5,6.5,9.0,7.0,8.5,9.0
70,454,0.0,0.0,8.0,9.0,9.0,9.0,7.0,10.0,20.0,20.0,20.0,10.0,20.0,5.5,8.5,7.5,7.5,7.0,6.0,7.5,1.0,6.0,0.585,27.0,28.0,20.0,15.0,20.0,17.5,17.5,10.0,32.5,15.0,12.5,12.5,15.0,12.5,32.5,15.0,12.5,10.0,15.0,12.5,7.0,9.5,8.0,8.5,3.5
71,455,0.0,0.0,7.0,9.0,8.0,9.0,8.0,10.0,25.0,20.0,16.0,20.0,9.0,5.333333333333333,8.666666666666666,7.0,5.666666666666667,6.333333333333333,6.333333333333333,5.666666666666667,1.0,6.0,-0.1833333333333333,24.0,29.666666666666668,20.0,20.0,13.333333333333334,15.0,10.0,21.666666666666668,15.0,21.666666666666668,18.33333333333333,11.666666666666666,15.0,18.33333333333333,18.33333333333333,18.33333333333333,15.0,15.0,15.0,18.33333333333333,4.666666666666667,8.333333333333334,7.333333333333333,7.333333333333333,6.0
72,456,0.0,0.0,8.0,8.0,7.0,6.0,7.0,25.0,20.0,15.0,10.0,15.0,15.0,7.0,5.666666666666667,6.666666666666667,6.666666666666667,7.666666666666667,5.666666666666667,6.0,1.0,6.0,-0.2433333333333333,29.0,29.666666666666668,20.0,20.0,13.333333333333334,15.0,10.0,21.666666666666668,15.0,21.666666666666668,18.33333333333333,11.666666666666666,15.0,18.33333333333333,18.33333333333333,18.33333333333333,15.0,15.0,15.0,18.33333333333333,4.666666666666667,8.333333333333334,7.333333333333333,7.333333333333333,6.0
73,457,0.0,0.0,7.0,6.0,8.0,7.0,3.0,25.0,0.0,25.0,25.0,0.0,25.0,5.0,9.0,6.666666666666667,6.666666666666667,4.666666666666667,4.333333333333333,6.333333333333333,1.0,6.0,-0.2233333333333333,55.0,29.666666666666668,20.0,20.0,13.333333333333334,15.0,10.0,21.666666666666668,15.0,21.666666666666668,18.33333333333333,11.666666666666666,15.0,18.33333333333333,18.33333333333333,18.33333333333333,15.0,15.0,15.0,18.33333333333333,4.666666666666667,8.333333333333334,7.333333333333333,7.333333333333333,6.0
74,458,0.0,66.66666666666666,10.0,10.0,10.0,9.0,10.0,50.0,5.0,25.0,20.0,0.0,0.0,6.333333333333333,6.0,7.0,6.666666666666667,7.333333333333333,6.0,6.0,1.0,6.0,-0.3733333333333333,29.0,29.666666666666668,20.0,20.0,13.333333333333334,15.0,10.0,21.666666666666668,15.0,21.666666666666668,18.33333333333333,11.666666666666666,15.0,18.33333333333333,18.33333333333333,18.33333333333333,15.0,15.0,15.0,18.33333333333333,4.666666666666667,8.333333333333334,7.333333333333333,7.333333333333333,6.0
75,459,0.0,0.0,5.0,5.0,5.0,5.0,8.0,30.0,10.0,10.0,30.0,10.0,10.0,6.666666666666667,6.666666666666667,7.0,6.333333333333333,7.0,6.0,6.333333333333333,1.0,6.0,-0.1033333333333333,26.0,29.666666666666668,20.0,20.0,13.333333333333334,15.0,10.0,21.666666666666668,15.0,21.666666666666668,18.33333333333333,11.666666666666666,15.0,18.33333333333333,18.33333333333333,18.33333333333333,15.0,15.0,15.0,18.33333333333333,4.666666666666667,8.333333333333334,7.333333333333333,7.333333333333333,6.0
76,460,1.0,0.0,8.0,8.0,9.0,7.0,7.0,20.0,10.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,0.6,33.0,27.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0
77,462,1.0,20.0,4.0,9.0,8.0,6.0,2.0,30.0,30.0,10.0,10.0,0.0,20.0,3.6,8.2,6.6,4.2,6.4,4.0,4.0,1.0,6.0,-0.156,33.0,32.6,28.0,12.0,19.0,20.2,9.0,11.8,28.0,11.2,16.6,16.8,16.6,10.8,37.0,11.4,10.4,16.0,6.2,19.0,6.8,6.2,7.2,6.2,8.4
78,463,1.0,0.0,6.0,7.0,8.0,7.0,7.0,15.0,15.0,15.0,15.0,15.0,25.0,5.6,8.2,8.2,6.2,7.2,4.2,6.4,1.0,6.0,-0.2,23.0,32.6,28.0,12.0,19.0,20.2,9.0,11.8,28.0,11.2,16.6,16.8,16.6,10.8,37.0,11.4,10.4,16.0,6.2,19.0,6.8,6.2,7.2,6.2,8.4
79,464,1.0,20.0,5.0,8.0,9.0,8.0,10.0,15.0,15.0,15.0,20.0,15.0,20.0,6.8,7.0,8.0,7.8,7.4,5.4,6.8,1.0,6.0,-0.32,33.0,32.6,28.0,12.0,19.0,20.2,9.0,11.8,28.0,11.2,16.6,16.8,16.6,10.8,37.0,11.4,10.4,16.0,6.2,19.0,6.8,6.2,7.2,6.2,8.4
80,465,1.0,0.0,7.0,10.0,7.0,8.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,9.0,7.0,7.0,5.0,5.0,5.0,1.0,6.0,0.57,23.0,27.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0
81,466,0.0,0.0,7.0,9.0,8.0,7.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0,7.166666666666667,7.666666666666667,7.666666666666667,7.5,6.5,5.5,6.666666666666667,2.0,15.0,0.3716666666666666,24.0,28.0,26.666666666666668,16.666666666666668,20.33333333333333,19.166666666666668,8.333333333333334,7.166666666666667,48.16666666666666,4.166666666666667,8.0,22.5,3.0,14.166666666666666,29.83333333333333,8.666666666666666,19.666666666666668,13.5,16.666666666666668,11.666666666666666,7.166666666666667,8.666666666666666,8.833333333333334,8.333333333333334,8.333333333333334
82,467,0.0,66.66666666666666,8.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,7.5,7.666666666666667,7.333333333333333,7.666666666666667,7.166666666666667,7.5,2.0,15.0,0.4416666666666666,24.0,28.0,26.666666666666668,16.666666666666668,20.33333333333333,19.166666666666668,8.333333333333334,7.166666666666667,48.16666666666666,4.166666666666667,8.0,22.5,3.0,14.166666666666666,29.83333333333333,8.666666666666666,19.666666666666668,13.5,16.666666666666668,11.666666666666666,7.166666666666667,8.666666666666666,8.833333333333334,8.333333333333334,8.333333333333334
83,468,0.0,50.0,8.0,9.0,8.0,6.0,8.0,15.0,25.0,15.0,15.0,15.0,15.0,8.5,7.5,8.5,7.5,7.5,3.0,8.0,2.0,15.0,0.045,25.0,31.0,25.0,10.0,25.0,22.5,12.5,5.0,35.0,10.0,30.0,15.0,10.0,5.0,10.0,20.0,25.0,10.0,22.5,12.5,8.5,9.5,9.5,9.0,9.0
84,469,0.0,25.0,8.0,8.0,6.0,8.0,6.0,20.0,10.0,20.0,20.0,10.0,20.0,7.5,7.5,8.25,6.75,6.25,6.0,6.75,2.0,15.0,0.355,25.0,26.0,21.5,18.0,16.25,19.0,10.0,15.25,23.75,16.25,17.5,21.25,8.75,12.5,21.25,17.5,17.5,18.75,11.25,13.75,5.0,8.75,8.75,5.5,6.75
85,470,0.0,25.0,4.0,9.0,8.0,5.0,6.0,10.0,20.0,25.0,25.0,10.0,10.0,7.5,6.75,8.5,6.5,8.0,4.25,6.0,2.0,15.0,0.375,29.0,26.0,21.5,18.0,16.25,19.0,10.0,15.25,23.75,16.25,17.5,21.25,8.75,12.5,21.25,17.5,17.5,18.75,11.25,13.75,5.0,8.75,8.75,5.5,6.75
86,471,0.0,0.0,7.0,8.0,9.0,8.0,9.0,15.0,15.0,25.0,10.0,15.0,20.0,6.25,6.5,7.75,6.75,7.0,5.0,5.25,2.0,15.0,0.32,30.0,26.0,21.5,18.0,16.25,19.0,10.0,15.25,23.75,16.25,17.5,21.25,8.75,12.5,21.25,17.5,17.5,18.75,11.25,13.75,5.0,8.75,8.75,5.5,6.75
87,472,0.0,0.0,8.0,10.0,8.0,10.0,9.0,10.0,25.0,25.0,20.0,10.0,10.0,5.0,7.0,7.0,6.5,7.0,5.5,4.5,2.0,15.0,0.655,25.0,30.5,25.0,15.0,22.5,17.5,9.0,11.0,35.0,12.5,12.5,20.0,10.0,10.0,30.0,17.5,17.5,17.5,10.0,7.5,7.5,8.0,8.0,7.5,8.5
88,473,0.0,25.0,7.0,9.0,10.0,8.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0,5.5,6.75,7.25,5.25,6.75,5.5,5.75,2.0,15.0,0.4125,34.0,26.0,21.5,18.0,16.25,19.0,10.0,15.25,23.75,16.25,17.5,21.25,8.75,12.5,21.25,17.5,17.5,18.75,11.25,13.75,5.0,8.75,8.75,5.5,6.75
89,474,0.0,0.0,9.0,9.0,8.0,10.0,7.0,15.0,20.0,10.0,30.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0,15.0,-0.3,30.0,29.0,20.0,15.0,20.0,15.0,15.0,15.0,20.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,7.0,8.0,8.0,7.0,7.0
90,475,0.0,0.0,5.0,8.0,7.0,5.0,7.0,10.0,15.0,30.0,10.0,15.0,20.0,5.0,6.5,5.5,5.0,6.0,5.0,6.0,2.0,15.0,0.4399999999999999,27.0,30.5,25.0,15.0,22.5,17.5,9.0,11.0,35.0,12.5,12.5,20.0,10.0,10.0,30.0,17.5,17.5,17.5,10.0,7.5,7.5,8.0,8.0,7.5,8.5
91,476,0.0,0.0,7.0,9.0,7.0,5.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,6.666666666666667,7.833333333333333,6.666666666666667,6.666666666666667,6.0,4.666666666666667,5.833333333333333,2.0,15.0,0.1933333333333333,25.0,28.0,26.666666666666668,16.666666666666668,20.33333333333333,19.166666666666668,8.333333333333334,7.166666666666667,48.16666666666666,4.166666666666667,8.0,22.5,3.0,14.166666666666666,29.83333333333333,8.666666666666666,19.666666666666668,13.5,16.666666666666668,11.666666666666666,7.166666666666667,8.666666666666666,8.833333333333334,8.333333333333334,8.333333333333334
92,477,0.0,0.0,6.0,8.0,7.0,7.0,7.0,16.0,19.0,16.0,17.0,15.0,17.0,4.5,5.5,6.0,6.0,5.5,7.5,6.5,2.0,15.0,0.625,27.0,30.5,25.0,15.0,22.5,17.5,9.0,11.0,35.0,12.5,12.5,20.0,10.0,10.0,30.0,17.5,17.5,17.5,10.0,7.5,7.5,8.0,8.0,7.5,8.5
93,478,0.0,16.66666666666666,7.0,8.0,8.0,9.0,7.0,20.0,20.0,10.0,20.0,10.0,20.0,7.5,7.333333333333333,8.0,7.333333333333333,8.166666666666666,7.5,7.666666666666667,2.0,15.0,0.295,26.0,28.0,26.666666666666668,16.666666666666668,20.33333333333333,19.166666666666668,8.333333333333334,7.166666666666667,48.16666666666666,4.166666666666667,8.0,22.5,3.0,14.166666666666666,29.83333333333333,8.666666666666666,19.666666666666668,13.5,16.666666666666668,11.666666666666666,7.166666666666667,8.666666666666666,8.833333333333334,8.333333333333334,8.333333333333334
94,479,0.0,0.0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,20.0,20.0,15.0,15.0,7.333333333333333,7.166666666666667,7.5,6.666666666666667,7.166666666666667,6.166666666666667,6.5,2.0,15.0,0.2083333333333333,27.0,28.0,26.666666666666668,16.666666666666668,20.33333333333333,19.166666666666668,8.333333333333334,7.166666666666667,48.16666666666666,4.166666666666667,8.0,22.5,3.0,14.166666666666666,29.83333333333333,8.666666666666666,19.666666666666668,13.5,16.666666666666668,11.666666666666666,7.166666666666667,8.666666666666666,8.833333333333334,8.333333333333334,8.333333333333334
95,480,0.0,16.66666666666666,8.0,9.0,8.0,10.0,7.0,16.0,18.0,18.0,20.0,12.0,16.0,7.666666666666667,8.0,8.0,7.666666666666667,7.166666666666667,7.333333333333333,7.166666666666667,2.0,15.0,0.3349999999999999,26.0,28.0,26.666666666666668,16.666666666666668,20.33333333333333,19.166666666666668,8.333333333333334,7.166666666666667,48.16666666666666,4.166666666666667,8.0,22.5,3.0,14.166666666666666,29.83333333333333,8.666666666666666,19.666666666666668,13.5,16.666666666666668,11.666666666666666,7.166666666666667,8.666666666666666,8.833333333333334,8.333333333333334,8.333333333333334
96,481,1.0,16.66666666666666,8.0,7.0,9.0,8.0,5.0,25.0,20.0,15.0,20.0,5.0,15.0,6.333333333333333,7.0,6.583333333333333,5.333333333333333,5.5,4.666666666666667,5.666666666666667,2.0,15.0,0.4733333333333333,23.0,25.33333333333333,16.833333333333332,18.83333333333333,18.0,18.33333333333333,15.333333333333334,12.666666666666666,29.166666666666668,11.5,14.333333333333334,17.5,12.0,15.5,38.833333333333336,9.166666666666666,12.666666666666666,18.33333333333333,9.166666666666666,11.833333333333334,7.666666666666667,7.833333333333333,7.666666666666667,7.833333333333333,7.333333333333333
97,482,1.0,16.66666666666666,7.0,10.0,8.0,9.0,8.0,20.0,10.0,22.0,20.0,15.0,13.0,5.833333333333333,6.833333333333333,7.0,6.0,8.333333333333334,5.833333333333333,5.5,2.0,15.0,0.2533333333333333,30.0,25.33333333333333,16.833333333333332,18.83333333333333,18.0,18.33333333333333,15.333333333333334,12.666666666666666,29.166666666666668,11.5,14.333333333333334,17.5,12.0,15.5,38.833333333333336,9.166666666666666,12.666666666666666,18.33333333333333,9.166666666666666,11.833333333333334,7.666666666666667,7.833333333333333,7.666666666666667,7.833333333333333,7.333333333333333
98,483,1.0,0.0,8.0,10.0,10.0,10.0,10.0,40.0,20.0,20.0,20.0,0.0,0.0,5.0,6.166666666666667,6.166666666666667,6.833333333333333,5.5,5.833333333333333,5.0,2.0,15.0,0.6033333333333334,28.0,25.33333333333333,16.833333333333332,18.83333333333333,18.0,18.33333333333333,15.333333333333334,12.666666666666666,29.166666666666668,11.5,14.333333333333334,17.5,12.0,15.5,38.833333333333336,9.166666666666666,12.666666666666666,18.33333333333333,9.166666666666666,11.833333333333334,7.666666666666667,7.833333333333333,7.666666666666667,7.833333333333333,7.333333333333333
99,484,1.0,25.0,4.0,8.0,9.0,2.0,9.0,16.0,16.0,20.0,16.0,16.0,16.0,4.5,6.25,7.5,4.25,5.0,4.0,5.25,2.0,15.0,0.29,31.0,29.5,15.0,16.25,22.5,17.5,12.5,16.25,31.25,11.25,15.0,16.25,12.5,13.75,36.25,12.5,15.0,12.5,11.25,12.5,6.5,8.5,8.25,7.25,6.5
100,485,1.0,0.0,8.0,8.0,8.0,7.0,7.0,20.0,15.0,20.0,15.0,15.0,15.0,4.0,9.0,8.0,6.0,6.0,8.0,6.0,2.0,15.0,-0.3,29.0,30.0,15.0,20.0,10.0,30.0,5.0,20.0,10.0,10.0,10.0,10.0,50.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
101,486,1.0,0.0,7.0,10.0,9.0,8.0,9.0,20.0,20.0,20.0,15.0,10.0,15.0,4.666666666666667,5.333333333333333,7.0,5.0,7.0,6.333333333333333,5.666666666666667,2.0,15.0,0.66,32.0,26.33333333333333,12.0,19.666666666666668,23.666666666666668,15.666666666666666,13.333333333333334,15.666666666666666,23.33333333333333,13.333333333333334,18.33333333333333,21.666666666666668,11.666666666666666,11.666666666666666,31.666666666666668,10.0,11.666666666666666,21.666666666666668,8.333333333333334,16.666666666666668,7.0,8.0,7.333333333333333,7.666666666666667,8.333333333333334
102,487,1.0,0.0,7.0,9.0,8.0,6.0,5.0,25.0,26.0,15.0,10.0,9.0,15.0,4.25,8.25,8.25,4.5,5.5,3.75,5.0,2.0,15.0,0.4649999999999999,24.0,29.5,15.0,16.25,22.5,17.5,12.5,16.25,31.25,11.25,15.0,16.25,12.5,13.75,36.25,12.5,15.0,12.5,11.25,12.5,6.5,8.5,8.25,7.25,6.5
103,488,1.0,25.0,5.0,10.0,10.0,7.0,8.0,15.0,20.0,20.0,20.0,5.0,20.0,5.25,5.5,5.75,6.25,6.75,5.25,5.75,2.0,15.0,0.51,29.0,29.5,15.0,16.25,22.5,17.5,12.5,16.25,31.25,11.25,15.0,16.25,12.5,13.75,36.25,12.5,15.0,12.5,11.25,12.5,6.5,8.5,8.25,7.25,6.5
104,489,1.0,50.0,6.0,8.0,9.0,8.0,10.0,20.0,10.0,20.0,20.0,20.0,0.0,7.166666666666667,7.333333333333333,7.333333333333333,6.833333333333333,7.166666666666667,5.666666666666667,6.5,2.0,15.0,0.0049999999999999,28.0,25.33333333333333,16.833333333333332,18.83333333333333,18.0,18.33333333333333,15.333333333333334,12.666666666666666,29.166666666666668,11.5,14.333333333333334,17.5,12.0,15.5,38.833333333333336,9.166666666666666,12.666666666666666,18.33333333333333,9.166666666666666,11.833333333333334,7.666666666666667,7.833333333333333,7.666666666666667,7.833333333333333,7.333333333333333
105,490,1.0,16.66666666666666,3.0,7.0,8.0,6.0,6.0,30.0,15.0,20.0,10.0,10.0,15.0,4.166666666666667,7.0,7.333333333333333,6.333333333333333,6.666666666666667,4.5,4.833333333333333,2.0,15.0,0.2483333333333333,29.0,25.33333333333333,16.833333333333332,18.83333333333333,18.0,18.33333333333333,15.333333333333334,12.666666666666666,29.166666666666668,11.5,14.333333333333334,17.5,12.0,15.5,38.833333333333336,9.166666666666666,12.666666666666666,18.33333333333333,9.166666666666666,11.833333333333334,7.666666666666667,7.833333333333333,7.666666666666667,7.833333333333333,7.333333333333333
106,491,1.0,0.0,7.0,7.0,7.0,7.0,7.0,30.0,10.0,25.0,20.0,8.0,7.0,7.333333333333333,5.0,8.0,8.333333333333334,8.0,6.333333333333333,6.333333333333333,2.0,15.0,0.4866666666666666,29.0,26.33333333333333,12.0,19.666666666666668,23.666666666666668,15.666666666666666,13.333333333333334,15.666666666666666,23.33333333333333,13.333333333333334,18.33333333333333,21.666666666666668,11.666666666666666,11.666666666666666,31.666666666666668,10.0,11.666666666666666,21.666666666666668,8.333333333333334,16.666666666666668,7.0,8.0,7.333333333333333,7.666666666666667,8.333333333333334
107,492,1.0,100.0,10.0,10.0,10.0,10.0,10.0,30.0,0.0,30.0,30.0,10.0,0.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,2.0,15.0,0.16,30.0,25.0,15.0,25.0,15.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,20.0,10.0,30.0,15.0,20.0,15.0,10.0,10.0,8.0,9.0,8.0,7.0,8.0
108,493,1.0,25.0,7.0,7.0,8.0,8.0,8.0,30.0,10.0,10.0,30.0,10.0,10.0,6.25,8.0,5.75,6.25,5.5,6.0,6.5,2.0,15.0,0.1975,20.0,29.5,15.0,16.25,22.5,17.5,12.5,16.25,31.25,11.25,15.0,16.25,12.5,13.75,36.25,12.5,15.0,12.5,11.25,12.5,6.5,8.5,8.25,7.25,6.5
109,494,1.0,0.0,9.0,10.0,10.0,10.0,7.0,25.0,25.0,25.0,25.0,0.0,0.0,5.166666666666667,7.5,8.0,7.0,6.666666666666667,6.5,6.333333333333333,2.0,15.0,0.2616666666666666,30.0,25.33333333333333,16.833333333333332,18.83333333333333,18.0,18.33333333333333,15.333333333333334,12.666666666666666,29.166666666666668,11.5,14.333333333333334,17.5,12.0,15.5,38.833333333333336,9.166666666666666,12.666666666666666,18.33333333333333,9.166666666666666,11.833333333333334,7.666666666666667,7.833333333333333,7.666666666666667,7.833333333333333,7.333333333333333
110,495,1.0,0.0,7.0,7.0,8.0,7.0,9.0,20.0,20.0,20.0,15.0,15.0,10.0,4.0,7.0,7.0,7.0,7.0,6.0,5.0,2.0,15.0,-0.07,32.0,25.0,15.0,25.0,15.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,20.0,10.0,30.0,15.0,20.0,15.0,10.0,10.0,8.0,9.0,8.0,7.0,8.0
111,496,0.0,20.0,5.0,8.0,9.0,6.0,8.0,20.0,30.0,20.0,20.0,10.0,0.0,6.6,8.0,7.6,6.4,7.0,6.0,6.8,1.0,6.0,0.354,23.0,27.4,22.6,15.8,19.2,17.8,13.8,10.8,28.0,14.2,17.2,17.6,8.8,14.2,20.6,17.2,15.2,19.6,12.2,15.2,6.6,8.2,9.2,7.2,8.4
112,497,0.0,0.0,8.0,10.0,9.0,10.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,6.5,6.5,7.0,6.5,5.5,5.5,1.0,6.0,0.575,24.0,24.0,30.0,15.0,35.0,7.5,7.5,5.0,62.5,7.5,7.5,12.5,2.5,7.5,25.0,12.5,12.5,17.5,20.0,12.5,7.0,6.5,9.0,5.0,6.5
113,498,0.0,0.0,8.0,9.0,9.0,10.0,10.0,18.0,18.0,18.0,18.0,18.0,10.0,6.5,7.0,7.0,6.5,6.0,5.5,6.5,1.0,6.0,0.275,25.0,24.0,30.0,15.0,35.0,7.5,7.5,5.0,62.5,7.5,7.5,12.5,2.5,7.5,25.0,12.5,12.5,17.5,20.0,12.5,7.0,6.5,9.0,5.0,6.5
114,499,0.0,50.0,9.0,10.0,10.0,9.0,4.0,19.0,19.0,19.0,19.0,5.0,19.0,6.0,8.0,7.5,6.5,7.0,5.0,7.0,1.0,6.0,0.62,26.0,24.0,30.0,15.0,35.0,7.5,7.5,5.0,62.5,7.5,7.5,12.5,2.5,7.5,25.0,12.5,12.5,17.5,20.0,12.5,7.0,6.5,9.0,5.0,6.5
115,501,0.0,50.0,8.0,9.0,9.0,8.0,9.0,30.0,10.0,20.0,10.0,10.0,20.0,6.0,7.0,5.5,6.0,5.5,6.5,6.0,1.0,6.0,0.665,26.0,24.0,30.0,15.0,35.0,7.5,7.5,5.0,62.5,7.5,7.5,12.5,2.5,7.5,25.0,12.5,12.5,17.5,20.0,12.5,7.0,6.5,9.0,5.0,6.5
116,502,1.0,0.0,7.0,7.0,9.0,9.0,9.0,40.0,20.0,20.0,20.0,0.0,0.0,4.0,7.0,7.0,5.0,7.0,2.0,5.0,1.0,7.0,-0.16,26.0,23.0,20.0,30.0,20.0,20.0,10.0,0.0,25.0,20.0,5.0,20.0,20.0,10.0,30.0,10.0,20.0,30.0,0.0,10.0,3.0,8.0,9.0,6.0,9.0
117,503,1.0,0.0,7.0,9.0,10.0,4.0,5.0,30.0,30.0,40.0,0.0,0.0,0.0,2.5,6.25,8.0,4.75,7.5,3.0,5.0,1.0,7.0,0.545,25.0,25.25,19.25,16.75,19.25,16.75,13.25,14.75,33.75,12.5,10.75,20.0,9.5,13.5,38.75,9.75,7.0,23.75,7.75,13.0,7.75,8.5,9.75,8.5,8.75
