,id,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr,sinc,intel,fun,amb,shar,like,group
3847,14.0,265,277.0,11,0,0,7.0,9.0,10.0,7.0,10.0,60.0,20.0,0.0,20.0,0.0,0.0,5.0,6.0,6.0,5.0,6.0,4.0,7.0,2
3848,14.0,265,278.0,11,0,0,7.0,9.0,10.0,7.0,10.0,25.0,15.0,20.0,25.0,10.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,6.0,2
3849,14.0,265,279.0,11,0,0,7.0,9.0,10.0,7.0,10.0,27.0,15.0,28.0,10.0,10.0,10.0,6.0,4.0,5.0,5.0,6.0,3.0,6.0,2
3850,14.0,265,280.0,11,0,0,7.0,9.0,10.0,7.0,10.0,25.0,20.0,30.0,15.0,5.0,5.0,8.0,10.0,10.0,5.0,8.0,4.0,9.0,2
3851,14.0,265,281.0,11,0,1,7.0,9.0,10.0,7.0,10.0,20.0,20.0,20.0,15.0,5.0,20.0,9.0,6.0,9.0,3.0,6.0,2.0,8.0,2
3854,14.0,265,284.0,11,0,0,7.0,9.0,10.0,7.0,10.0,25.0,20.0,25.0,20.0,10.0,0.0,8.0,8.0,8.0,4.0,6.0,2.0,8.0,2
3856,14.0,265,286.0,11,0,0,7.0,9.0,10.0,7.0,10.0,10.0,15.0,25.0,15.0,15.0,20.0,6.0,8.0,8.0,4.0,8.0,6.0,8.0,2
3858,14.0,265,288.0,11,0,0,7.0,9.0,10.0,7.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,2
3860,14.0,265,290.0,11,0,0,7.0,9.0,10.0,7.0,10.0,30.0,10.0,30.0,10.0,5.0,15.0,9.0,5.0,8.0,3.0,6.0,3.0,6.0,2
3867,15.0,266,276.0,11,0,0,8.0,8.0,7.0,7.0,4.0,24.0,16.0,28.0,14.0,8.0,10.0,4.0,6.0,7.0,5.0,4.0,1.0,4.0,2
3870,15.0,266,279.0,11,0,0,8.0,8.0,7.0,7.0,4.0,27.0,15.0,28.0,10.0,10.0,10.0,7.0,9.0,9.0,6.0,5.0,3.0,6.0,2
3875,15.0,266,284.0,11,0,0,8.0,8.0,7.0,7.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,6.0,6.0,7.0,8.0,5.0,5.0,6.0,2
3881,15.0,266,290.0,11,0,0,8.0,8.0,7.0,7.0,4.0,30.0,10.0,30.0,10.0,5.0,15.0,8.0,5.0,8.0,2.0,4.0,0.0,2.0,2
3895,16.0,267,283.0,11,0,0,7.0,6.0,7.0,5.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,3.0,7.0,7.0,5.0,5.0,4.0,5.0,2
3899,16.0,267,287.0,11,0,0,7.0,6.0,7.0,5.0,7.0,35.0,40.0,5.0,5.0,7.0,8.0,3.0,7.0,7.0,4.0,6.0,5.0,5.0,2
3901,16.0,267,289.0,11,0,0,7.0,6.0,7.0,5.0,7.0,20.0,30.0,10.0,20.0,0.0,20.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,2
3903,16.0,267,291.0,11,0,0,7.0,6.0,7.0,5.0,7.0,20.0,20.0,15.0,15.0,12.0,18.0,4.0,7.0,7.0,6.0,7.0,7.0,5.0,2
3907,17.0,268,274.0,11,0,1,9.0,9.0,9.0,8.0,9.0,30.0,10.0,20.0,20.0,10.0,10.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,2
3926,17.0,268,293.0,11,0,1,9.0,9.0,9.0,8.0,9.0,23.0,18.0,21.0,18.0,10.0,10.0,7.0,8.0,9.0,6.0,9.0,7.0,8.0,2
3927,18.0,269,273.0,11,0,0,8.0,8.0,8.0,6.0,7.0,30.0,25.0,18.0,18.0,4.0,5.0,6.0,8.0,8.0,6.0,9.0,8.0,7.0,2
3929,18.0,269,275.0,11,0,0,8.0,8.0,8.0,6.0,7.0,25.0,10.0,25.0,5.0,10.0,25.0,6.0,7.0,8.0,4.0,10.0,4.0,4.0,2
3930,18.0,269,276.0,11,0,0,8.0,8.0,8.0,6.0,7.0,24.0,16.0,28.0,14.0,8.0,10.0,6.0,8.0,9.0,6.0,8.0,3.0,8.0,2
3931,18.0,269,277.0,11,0,0,8.0,8.0,8.0,6.0,7.0,60.0,20.0,0.0,20.0,0.0,0.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,2
3932,18.0,269,278.0,11,0,0,8.0,8.0,8.0,6.0,7.0,25.0,15.0,20.0,25.0,10.0,5.0,5.0,8.0,9.0,6.0,8.0,3.0,6.0,2
3933,18.0,269,279.0,11,0,1,8.0,8.0,8.0,6.0,7.0,27.0,15.0,28.0,10.0,10.0,10.0,8.0,7.0,8.0,6.0,10.0,5.0,8.0,2
3934,18.0,269,280.0,11,0,0,8.0,8.0,8.0,6.0,7.0,25.0,20.0,30.0,15.0,5.0,5.0,5.0,9.0,9.0,8.0,8.0,8.0,8.0,2
3935,18.0,269,281.0,11,0,0,8.0,8.0,8.0,6.0,7.0,20.0,20.0,20.0,15.0,5.0,20.0,6.0,6.0,10.0,5.0,10.0,5.0,6.0,2
3938,18.0,269,284.0,11,0,0,8.0,8.0,8.0,6.0,7.0,25.0,20.0,25.0,20.0,10.0,0.0,6.0,8.0,8.0,7.0,7.0,4.0,6.0,2
3940,18.0,269,286.0,11,0,0,8.0,8.0,8.0,6.0,7.0,10.0,15.0,25.0,15.0,15.0,20.0,7.0,8.0,9.0,6.0,7.0,4.0,5.0,2
3942,18.0,269,288.0,11,0,1,8.0,8.0,8.0,6.0,7.0,20.0,20.0,15.0,25.0,10.0,10.0,7.0,9.0,8.0,7.0,8.0,6.0,8.0,2
3944,18.0,269,290.0,11,0,0,8.0,8.0,8.0,6.0,7.0,30.0,10.0,30.0,10.0,5.0,15.0,9.0,6.0,8.0,5.0,8.0,5.0,6.0,2
3958,19.0,270,283.0,11,0,0,5.0,4.0,8.0,7.0,6.0,50.0,10.0,10.0,10.0,10.0,10.0,5.0,7.0,7.0,5.0,6.0,5.0,6.0,2
3962,19.0,270,287.0,11,0,0,5.0,4.0,8.0,7.0,6.0,35.0,40.0,5.0,5.0,7.0,8.0,4.0,6.0,5.0,5.0,6.0,4.0,5.0,2
3964,19.0,270,289.0,11,0,0,5.0,4.0,8.0,7.0,6.0,20.0,30.0,10.0,20.0,0.0,20.0,6.0,5.0,6.0,4.0,6.0,5.0,6.0,2
3966,19.0,270,291.0,11,0,0,5.0,4.0,8.0,7.0,6.0,20.0,20.0,15.0,15.0,12.0,18.0,4.0,5.0,8.0,5.0,7.0,5.0,5.0,2
3969,20.0,271,273.0,11,0,0,9.0,10.0,9.0,10.0,10.0,30.0,25.0,18.0,18.0,4.0,5.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,2
3971,20.0,271,275.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,2
3972,20.0,271,276.0,11,0,0,9.0,10.0,9.0,10.0,10.0,24.0,16.0,28.0,14.0,8.0,10.0,4.0,4.0,7.0,4.0,4.0,5.0,4.0,2
3973,20.0,271,277.0,11,0,0,9.0,10.0,9.0,10.0,10.0,60.0,20.0,0.0,20.0,0.0,0.0,6.0,5.0,7.0,5.0,6.0,5.0,6.0,2
3974,20.0,271,278.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,15.0,20.0,25.0,10.0,5.0,4.0,4.0,6.0,4.0,4.0,2.0,4.0,2
3975,20.0,271,279.0,11,0,0,9.0,10.0,9.0,10.0,10.0,27.0,15.0,28.0,10.0,10.0,10.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,2
3976,20.0,271,280.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,30.0,15.0,5.0,5.0,5.0,4.0,8.0,4.0,4.0,6.0,5.0,2
3977,20.0,271,281.0,11,0,0,9.0,10.0,9.0,10.0,10.0,20.0,20.0,20.0,15.0,5.0,20.0,4.0,5.0,6.0,3.0,4.0,4.0,5.0,2
3980,20.0,271,284.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,25.0,20.0,10.0,0.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,2
3982,20.0,271,286.0,11,0,0,9.0,10.0,9.0,10.0,10.0,10.0,15.0,25.0,15.0,15.0,20.0,5.0,6.0,6.0,4.0,5.0,4.0,6.0,2
3984,20.0,271,288.0,11,0,0,9.0,10.0,9.0,10.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,2
3986,20.0,271,290.0,11,0,0,9.0,10.0,9.0,10.0,10.0,30.0,10.0,30.0,10.0,5.0,15.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,2
3990,21.0,272,273.0,11,0,0,9.0,10.0,9.0,10.0,10.0,30.0,25.0,18.0,18.0,4.0,5.0,4.0,4.0,7.0,6.0,7.0,6.0,4.0,2
3992,21.0,272,275.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,2
3993,21.0,272,276.0,11,0,0,9.0,10.0,9.0,10.0,10.0,24.0,16.0,28.0,14.0,8.0,10.0,6.0,8.0,9.0,7.0,8.0,6.0,6.0,2
3994,21.0,272,277.0,11,0,0,9.0,10.0,9.0,10.0,10.0,60.0,20.0,0.0,20.0,0.0,0.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,2
3995,21.0,272,278.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,15.0,20.0,25.0,10.0,5.0,5.0,4.0,10.0,6.0,10.0,6.0,7.0,2
3996,21.0,272,279.0,11,0,0,9.0,10.0,9.0,10.0,10.0,27.0,15.0,28.0,10.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,2
3997,21.0,272,280.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,30.0,15.0,5.0,5.0,2.0,4.0,8.0,1.0,6.0,6.0,3.0,2
3998,21.0,272,281.0,11,0,0,9.0,10.0,9.0,10.0,10.0,20.0,20.0,20.0,15.0,5.0,20.0,7.0,6.0,9.0,7.0,9.0,8.0,6.0,2
4001,21.0,272,284.0,11,0,0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,25.0,20.0,10.0,0.0,3.0,4.0,6.0,5.0,6.0,5.0,4.0,2
4003,21.0,272,286.0,11,0,0,9.0,10.0,9.0,10.0,10.0,10.0,15.0,25.0,15.0,15.0,20.0,3.0,2.0,8.0,7.0,6.0,5.0,4.0,2
4005,21.0,272,288.0,11,0,0,9.0,10.0,9.0,10.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,5.0,5.0,8.0,7.0,10.0,5.0,6.0,2
4007,21.0,272,290.0,11,0,0,9.0,10.0,9.0,10.0,10.0,30.0,10.0,30.0,10.0,5.0,15.0,7.0,6.0,9.0,7.0,8.0,6.0,7.0,2
4013,1.0,273,254.0,11,1,0,7.0,10.0,7.0,5.0,7.0,25.0,7.0,25.0,25.0,8.0,10.0,8.0,8.0,9.0,7.0,8.0,5.0,8.0,2
4016,1.0,273,257.0,11,1,0,7.0,10.0,7.0,5.0,7.0,22.0,14.0,30.0,10.0,14.0,10.0,7.0,6.0,7.0,5.0,8.0,1.0,6.0,2
4018,1.0,273,259.0,11,1,0,7.0,10.0,7.0,5.0,7.0,15.0,18.0,19.0,19.0,17.0,12.0,4.0,5.0,8.0,6.0,8.0,4.0,4.0,2
4021,1.0,273,262.0,11,1,0,7.0,10.0,7.0,5.0,7.0,10.0,40.0,20.0,20.0,0.0,10.0,2.0,8.0,9.0,9.0,8.0,5.0,8.0,2
4023,1.0,273,264.0,11,1,0,7.0,10.0,7.0,5.0,7.0,15.0,15.0,25.0,20.0,5.0,20.0,5.0,6.0,5.0,5.0,7.0,3.0,4.0,2
4024,1.0,273,265.0,11,1,0,7.0,10.0,7.0,5.0,7.0,15.0,5.0,45.0,10.0,15.0,10.0,5.0,7.0,9.0,4.0,8.0,9.0,7.0,2
4025,1.0,273,266.0,11,1,0,7.0,10.0,7.0,5.0,7.0,25.0,20.0,20.0,25.0,0.0,10.0,8.0,8.0,9.0,7.0,7.0,6.0,8.0,2
4028,1.0,273,269.0,11,1,0,7.0,10.0,7.0,5.0,7.0,20.0,10.0,30.0,15.0,15.0,10.0,9.0,9.0,8.0,5.0,6.0,7.0,9.0,2
4030,1.0,273,271.0,11,1,0,7.0,10.0,7.0,5.0,7.0,10.0,15.0,40.0,15.0,10.0,10.0,7.0,6.0,5.0,6.0,4.0,4.0,4.0,2
4031,1.0,273,272.0,11,1,0,7.0,10.0,7.0,5.0,7.0,25.0,20.0,25.0,25.0,5.0,0.0,9.0,8.0,7.0,7.0,6.0,5.0,8.0,2
4032,2.0,274,252.0,11,1,1,7.0,7.0,9.0,10.0,9.0,0.0,25.0,25.0,25.0,25.0,0.0,7.0,9.0,8.0,9.0,8.0,7.0,9.0,2
4048,2.0,274,268.0,11,1,1,7.0,7.0,9.0,10.0,9.0,30.0,20.0,20.0,10.0,15.0,5.0,8.0,9.0,9.0,8.0,10.0,9.0,9.0,2
4055,3.0,275,254.0,11,1,0,10.0,7.0,10.0,6.0,10.0,25.0,7.0,25.0,25.0,8.0,10.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,2
4058,3.0,275,257.0,11,1,0,10.0,7.0,10.0,6.0,10.0,22.0,14.0,30.0,10.0,14.0,10.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,2
4063,3.0,275,262.0,11,1,0,10.0,7.0,10.0,6.0,10.0,10.0,40.0,20.0,20.0,0.0,10.0,4.0,7.0,8.0,5.0,8.0,7.0,5.0,2
4065,3.0,275,264.0,11,1,0,10.0,7.0,10.0,6.0,10.0,15.0,15.0,25.0,20.0,5.0,20.0,5.0,8.0,7.0,7.0,5.0,6.0,5.0,2
4066,3.0,275,265.0,11,1,0,10.0,7.0,10.0,6.0,10.0,15.0,5.0,45.0,10.0,15.0,10.0,6.0,6.0,7.0,4.0,5.0,7.0,6.0,2
4067,3.0,275,266.0,11,1,0,10.0,7.0,10.0,6.0,10.0,25.0,20.0,20.0,25.0,0.0,10.0,6.0,6.0,8.0,6.0,6.0,8.0,7.0,2
4070,3.0,275,269.0,11,1,0,10.0,7.0,10.0,6.0,10.0,20.0,10.0,30.0,15.0,15.0,10.0,8.0,6.0,7.0,5.0,7.0,8.0,8.0,2
4072,3.0,275,271.0,11,1,0,10.0,7.0,10.0,6.0,10.0,10.0,15.0,40.0,15.0,10.0,10.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,2
4073,3.0,275,272.0,11,1,0,10.0,7.0,10.0,6.0,10.0,25.0,20.0,25.0,25.0,5.0,0.0,7.0,4.0,6.0,6.0,7.0,7.0,7.0,2
4076,4.0,276,254.0,11,1,0,7.0,6.0,10.0,7.0,8.0,25.0,7.0,25.0,25.0,8.0,10.0,3.0,8.0,10.0,3.0,6.0,4.0,5.0,2
4079,4.0,276,257.0,11,1,0,7.0,6.0,10.0,7.0,8.0,22.0,14.0,30.0,10.0,14.0,10.0,6.0,5.0,4.0,5.0,3.0,6.0,5.0,2
4081,4.0,276,259.0,11,1,0,7.0,6.0,10.0,7.0,8.0,15.0,18.0,19.0,19.0,17.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2
4084,4.0,276,262.0,11,1,0,7.0,6.0,10.0,7.0,8.0,10.0,40.0,20.0,20.0,0.0,10.0,5.0,6.0,7.0,3.0,6.0,6.0,6.0,2
4086,4.0,276,264.0,11,1,0,7.0,6.0,10.0,7.0,8.0,15.0,15.0,25.0,20.0,5.0,20.0,8.0,9.0,6.0,8.0,5.0,7.0,9.0,2
4087,4.0,276,265.0,11,1,0,7.0,6.0,10.0,7.0,8.0,15.0,5.0,45.0,10.0,15.0,10.0,3.0,4.0,6.0,2.0,3.0,4.0,3.0,2
4088,4.0,276,266.0,11,1,0,7.0,6.0,10.0,7.0,8.0,25.0,20.0,20.0,25.0,0.0,10.0,9.0,9.0,6.0,5.0,4.0,3.0,7.0,2
4091,4.0,276,269.0,11,1,0,7.0,6.0,10.0,7.0,8.0,20.0,10.0,30.0,15.0,15.0,10.0,9.0,10.0,8.0,9.0,7.0,8.0,9.0,2
4093,4.0,276,271.0,11,1,0,7.0,6.0,10.0,7.0,8.0,10.0,15.0,40.0,15.0,10.0,10.0,7.0,4.0,4.0,9.0,8.0,8.0,8.0,2
4094,4.0,276,272.0,11,1,0,7.0,6.0,10.0,7.0,8.0,25.0,20.0,25.0,25.0,5.0,0.0,7.0,6.0,5.0,6.0,8.0,6.0,6.0,2
4108,5.0,277,265.0,11,1,0,4.0,8.0,8.0,8.0,5.0,15.0,5.0,45.0,10.0,15.0,10.0,5.0,8.0,7.0,5.0,9.0,3.0,6.0,2
4118,6.0,278,254.0,11,1,0,8.0,8.0,8.0,8.0,8.0,25.0,7.0,25.0,25.0,8.0,10.0,6.0,6.0,8.0,7.0,8.0,3.0,6.0,2
4123,6.0,278,259.0,11,1,0,8.0,8.0,8.0,8.0,8.0,15.0,18.0,19.0,19.0,17.0,12.0,6.0,5.0,5.0,3.0,5.0,5.0,8.0,2
4126,6.0,278,262.0,11,1,0,8.0,8.0,8.0,8.0,8.0,10.0,40.0,20.0,20.0,0.0,10.0,5.0,5.0,6.0,7.0,7.0,2.0,6.0,2
4128,6.0,278,264.0,11,1,0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,25.0,20.0,5.0,20.0,3.0,5.0,7.0,5.0,5.0,2.0,5.0,2
4129,6.0,278,265.0,11,1,0,8.0,8.0,8.0,8.0,8.0,15.0,5.0,45.0,10.0,15.0,10.0,5.0,5.0,7.0,5.0,5.0,8.0,6.0,2
4130,6.0,278,266.0,11,1,0,8.0,8.0,8.0,8.0,8.0,25.0,20.0,20.0,25.0,0.0,10.0,8.0,7.0,8.0,8.0,8.0,3.0,7.0,2
4133,6.0,278,269.0,11,1,0,8.0,8.0,8.0,8.0,8.0,20.0,10.0,30.0,15.0,15.0,10.0,5.0,6.0,8.0,7.0,9.0,2.0,5.0,2
4135,6.0,278,271.0,11,1,0,8.0,8.0,8.0,8.0,8.0,10.0,15.0,40.0,15.0,10.0,10.0,5.0,5.0,7.0,5.0,8.0,2.0,5.0,2
4136,6.0,278,272.0,11,1,0,8.0,8.0,8.0,8.0,8.0,25.0,20.0,25.0,25.0,5.0,0.0,7.0,7.0,7.0,4.0,5.0,2.0,5.0,2
4139,7.0,279,254.0,11,1,0,8.0,9.0,10.0,6.0,7.0,25.0,7.0,25.0,25.0,8.0,10.0,6.0,5.0,8.0,7.0,8.0,4.0,3.0,2
4142,7.0,279,257.0,11,1,0,8.0,9.0,10.0,6.0,7.0,22.0,14.0,30.0,10.0,14.0,10.0,8.0,8.0,7.0,7.0,5.0,4.0,4.0,2
4144,7.0,279,259.0,11,1,0,8.0,9.0,10.0,6.0,7.0,15.0,18.0,19.0,19.0,17.0,12.0,9.0,1.0,6.0,3.0,4.0,2.0,1.0,2
4147,7.0,279,262.0,11,1,0,8.0,9.0,10.0,6.0,7.0,10.0,40.0,20.0,20.0,0.0,10.0,6.0,8.0,9.0,3.0,7.0,4.0,5.0,2
4149,7.0,279,264.0,11,1,1,8.0,9.0,10.0,6.0,7.0,15.0,15.0,25.0,20.0,5.0,20.0,7.0,7.0,9.0,7.0,6.0,6.0,6.0,2
4150,7.0,279,265.0,11,1,0,8.0,9.0,10.0,6.0,7.0,15.0,5.0,45.0,10.0,15.0,10.0,6.0,7.0,9.0,3.0,4.0,3.0,6.0,2
4151,7.0,279,266.0,11,1,0,8.0,9.0,10.0,6.0,7.0,25.0,20.0,20.0,25.0,0.0,10.0,8.0,7.0,8.0,7.0,7.0,4.0,6.5,2
4154,7.0,279,269.0,11,1,1,8.0,9.0,10.0,6.0,7.0,20.0,10.0,30.0,15.0,15.0,10.0,8.0,7.0,9.0,8.0,9.0,4.0,6.0,2
4156,7.0,279,271.0,11,1,0,8.0,9.0,10.0,6.0,7.0,10.0,15.0,40.0,15.0,10.0,10.0,9.0,7.0,6.0,4.0,6.0,3.0,4.0,2
4157,7.0,279,272.0,11,1,0,8.0,9.0,10.0,6.0,7.0,25.0,20.0,25.0,25.0,5.0,0.0,7.0,9.0,5.0,7.0,6.0,5.0,7.0,2
4160,8.0,280,254.0,11,1,0,5.0,9.0,8.0,5.0,6.0,25.0,7.0,25.0,25.0,8.0,10.0,3.0,7.0,8.0,6.0,6.0,6.0,3.0,2
4163,8.0,280,257.0,11,1,0,5.0,9.0,8.0,5.0,6.0,22.0,14.0,30.0,10.0,14.0,10.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,2
4165,8.0,280,259.0,11,1,0,5.0,9.0,8.0,5.0,6.0,15.0,18.0,19.0,19.0,17.0,12.0,7.0,7.0,9.0,7.0,8.0,6.0,6.0,2
4168,8.0,280,262.0,11,1,0,5.0,9.0,8.0,5.0,6.0,10.0,40.0,20.0,20.0,0.0,10.0,3.0,7.0,7.0,5.0,7.0,4.0,4.0,2
4170,8.0,280,264.0,11,1,1,5.0,9.0,8.0,5.0,6.0,15.0,15.0,25.0,20.0,5.0,20.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,2
4171,8.0,280,265.0,11,1,0,5.0,9.0,8.0,5.0,6.0,15.0,5.0,45.0,10.0,15.0,10.0,3.0,7.0,8.0,3.0,8.0,3.0,4.0,2
4172,8.0,280,266.0,11,1,0,5.0,9.0,8.0,5.0,6.0,25.0,20.0,20.0,25.0,0.0,10.0,8.0,7.0,7.0,8.0,5.0,5.0,7.0,2
4175,8.0,280,269.0,11,1,0,5.0,9.0,8.0,5.0,6.0,20.0,10.0,30.0,15.0,15.0,10.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,2
4177,8.0,280,271.0,11,1,0,5.0,9.0,8.0,5.0,6.0,10.0,15.0,40.0,15.0,10.0,10.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,2
4178,8.0,280,272.0,11,1,0,5.0,9.0,8.0,5.0,6.0,25.0,20.0,25.0,25.0,5.0,0.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,2
4181,9.0,281,254.0,11,1,0,7.0,8.0,8.0,6.0,5.0,25.0,7.0,25.0,25.0,8.0,10.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,2
4184,9.0,281,257.0,11,1,0,7.0,8.0,8.0,6.0,5.0,22.0,14.0,30.0,10.0,14.0,10.0,6.0,7.0,5.0,5.0,6.0,7.0,8.0,2
4186,9.0,281,259.0,11,1,0,7.0,8.0,8.0,6.0,5.0,15.0,18.0,19.0,19.0,17.0,12.0,5.0,5.0,7.0,4.0,9.0,8.0,6.0,2
4189,9.0,281,262.0,11,1,0,7.0,8.0,8.0,6.0,5.0,10.0,40.0,20.0,20.0,0.0,10.0,6.0,7.0,7.0,5.0,3.0,4.0,8.0,2
4191,9.0,281,264.0,11,1,0,7.0,8.0,8.0,6.0,5.0,15.0,15.0,25.0,20.0,5.0,20.0,5.0,4.0,6.0,3.0,3.0,2.0,4.0,2
4192,9.0,281,265.0,11,1,1,7.0,8.0,8.0,6.0,5.0,15.0,5.0,45.0,10.0,15.0,10.0,6.0,8.0,8.0,5.0,3.0,3.0,5.0,2
4193,9.0,281,266.0,11,1,0,7.0,8.0,8.0,6.0,5.0,25.0,20.0,20.0,25.0,0.0,10.0,9.0,10.0,10.0,8.0,7.0,8.0,9.0,2
4196,9.0,281,269.0,11,1,0,7.0,8.0,8.0,6.0,5.0,20.0,10.0,30.0,15.0,15.0,10.0,8.0,10.0,10.0,7.0,7.0,8.0,9.0,2
4198,9.0,281,271.0,11,1,0,7.0,8.0,8.0,6.0,5.0,10.0,15.0,40.0,15.0,10.0,10.0,5.0,6.0,7.0,4.0,6.0,2.0,4.0,2
4199,9.0,281,272.0,11,1,0,7.0,8.0,8.0,6.0,5.0,25.0,20.0,25.0,25.0,5.0,0.0,9.0,6.0,3.0,6.0,5.0,4.0,6.0,2
4211,10.0,282,263.0,11,1,1,7.0,9.0,7.0,9.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2
4222,11.0,283,253.0,11,1,0,9.0,9.0,9.0,9.0,9.0,25.0,30.0,10.0,10.0,5.0,20.0,3.0,3.0,3.0,6.0,6.0,1.0,1.0,2
4224,11.0,283,255.0,11,1,0,9.0,9.0,9.0,9.0,9.0,16.67,16.67,16.67,16.67,16.67,16.67,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
4225,11.0,283,256.0,11,1,0,9.0,9.0,9.0,9.0,9.0,15.0,25.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,2
4229,11.0,283,260.0,11,1,0,9.0,9.0,9.0,9.0,9.0,19.0,20.0,19.0,14.0,13.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2
4230,11.0,283,261.0,11,1,0,9.0,9.0,9.0,9.0,9.0,15.0,20.0,20.0,20.0,15.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,2
4236,11.0,283,267.0,11,1,0,9.0,9.0,9.0,9.0,9.0,20.0,30.0,10.0,15.0,10.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2
4239,11.0,283,270.0,11,1,0,9.0,9.0,9.0,9.0,9.0,16.0,16.0,19.0,17.0,14.0,18.0,5.0,5.0,9.0,5.0,9.0,9.0,6.0,2
4269,13.0,285,258.0,11,1,0,8.0,10.0,10.0,10.0,8.0,7.0,35.0,20.0,20.0,5.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,2
4308,15.0,287,255.0,11,1,0,7.0,10.0,7.0,5.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,5.0,5.0,6.0,9.0,7.0,2
4309,15.0,287,256.0,11,1,0,7.0,10.0,7.0,5.0,10.0,15.0,25.0,20.0,20.0,10.0,10.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,2
4313,15.0,287,260.0,11,1,0,7.0,10.0,7.0,5.0,10.0,19.0,20.0,19.0,14.0,13.0,15.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,2
4314,15.0,287,261.0,11,1,0,7.0,10.0,7.0,5.0,10.0,15.0,20.0,20.0,20.0,15.0,10.0,4.0,6.0,5.0,4.0,5.0,7.0,4.0,2
4320,15.0,287,267.0,11,1,0,7.0,10.0,7.0,5.0,10.0,20.0,30.0,10.0,15.0,10.0,15.0,9.0,9.0,9.0,9.0,6.0,10.0,9.0,2
4323,15.0,287,270.0,11,1,0,7.0,10.0,7.0,5.0,10.0,16.0,16.0,19.0,17.0,14.0,18.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,2
4328,16.0,288,254.0,11,1,0,5.0,8.0,8.0,7.0,7.0,25.0,7.0,25.0,25.0,8.0,10.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,2
4331,16.0,288,257.0,11,1,0,5.0,8.0,8.0,7.0,7.0,22.0,14.0,30.0,10.0,14.0,10.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,2
4333,16.0,288,259.0,11,1,0,5.0,8.0,8.0,7.0,7.0,15.0,18.0,19.0,19.0,17.0,12.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,2
4336,16.0,288,262.0,11,1,0,5.0,8.0,8.0,7.0,7.0,10.0,40.0,20.0,20.0,0.0,10.0,4.0,7.0,7.0,6.0,5.0,5.0,6.0,2
