,id,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr,sinc,intel,fun,amb,shar,like,condtn,round,int_corr,age_o,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,group
1947,4.0,145,161.0,7,0,0,5.0,5.0,9.0,7.0,7.0,16.67,18.75,18.75,18.75,18.75,8.33,10.0,9.0,9.0,9.0,8.0,7.0,9.0,2,16,-0.29,22.0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,9.0,8.0,9.0,8.0,9.0,9.0,22.22,13.33,17.78,20.0,8.89,17.78,7.0,8.0,8.0,8.0,8.0,1
1949,4.0,145,163.0,7,0,0,5.0,5.0,9.0,7.0,7.0,12.0,20.0,20.0,20.0,16.0,12.0,9.0,9.0,8.0,7.0,9.0,7.0,9.0,2,16,0.39,26.0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,9.0,8.0,9.0,8.0,9.0,9.0,22.22,13.33,17.78,20.0,8.89,17.78,7.0,8.0,8.0,8.0,8.0,1
1950,4.0,145,164.0,7,0,0,5.0,5.0,9.0,7.0,7.0,20.51,23.08,20.51,17.95,2.56,15.38,9.0,10.0,10.0,9.0,8.0,9.0,9.0,2,16,0.06,27.0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,9.0,8.0,9.0,8.0,9.0,9.0,22.22,13.33,17.78,20.0,8.89,17.78,7.0,8.0,8.0,8.0,8.0,1
1951,4.0,145,165.0,7,0,0,5.0,5.0,9.0,7.0,7.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,8.0,7.0,7.0,5.0,4.0,2.0,2,16,0.72,30.0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,9.0,8.0,9.0,8.0,9.0,9.0,22.22,13.33,17.78,20.0,8.89,17.78,7.0,8.0,8.0,8.0,8.0,1
1953,4.0,145,167.0,7,0,0,5.0,5.0,9.0,7.0,7.0,18.6,13.95,18.6,16.28,16.28,16.28,10.0,9.0,9.0,8.0,7.0,4.0,8.0,2,16,-0.2,23.0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,9.0,8.0,9.0,8.0,9.0,9.0,22.22,13.33,17.78,20.0,8.89,17.78,7.0,8.0,8.0,8.0,8.0,1
1955,4.0,145,169.0,7,0,0,5.0,5.0,9.0,7.0,7.0,17.78,20.0,17.78,15.56,15.56,13.33,9.0,7.0,9.0,7.0,7.0,5.0,7.0,2,16,-0.11,28.0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,9.0,8.0,9.0,8.0,9.0,9.0,22.22,13.33,17.78,20.0,8.89,17.78,7.0,8.0,8.0,8.0,8.0,1
1957,4.0,145,171.0,7,0,0,5.0,5.0,9.0,7.0,7.0,19.57,10.87,19.57,19.57,19.57,10.87,9.0,9.0,9.0,7.0,8.0,5.0,8.0,2,16,0.38,29.0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,9.0,8.0,9.0,8.0,9.0,9.0,22.22,13.33,17.78,20.0,8.89,17.78,7.0,8.0,8.0,8.0,8.0,1
1958,4.0,145,172.0,7,0,0,5.0,5.0,9.0,7.0,7.0,17.78,17.78,22.22,20.0,15.56,6.67,9.0,9.0,9.0,7.0,8.0,7.0,9.0,2,16,-0.25,27.0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,9.0,8.0,9.0,8.0,9.0,9.0,22.22,13.33,17.78,20.0,8.89,17.78,7.0,8.0,8.0,8.0,8.0,1
1959,4.0,145,173.0,7,0,0,5.0,5.0,9.0,7.0,7.0,18.37,18.37,20.41,20.41,16.33,6.12,8.0,10.0,10.0,10.0,10.0,10.0,10.0,2,16,-0.5,22.0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,9.0,8.0,9.0,8.0,9.0,9.0,22.22,13.33,17.78,20.0,8.89,17.78,7.0,8.0,8.0,8.0,8.0,1
1960,5.0,146,158.0,7,0,0,8.0,8.0,8.0,8.0,8.0,19.05,19.05,19.05,19.05,9.52,14.29,4.0,6.0,8.0,7.0,7.0,6.0,4.0,2,16,0.26,23.0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,9.0,6.0,7.0,9.0,6.0,8.0,20.0,13.33,15.56,20.0,13.33,17.78,7.0,8.0,8.0,8.0,8.0,1
1961,5.0,146,159.0,7,0,0,8.0,8.0,8.0,8.0,8.0,15.91,20.45,20.45,20.45,11.36,11.36,5.0,7.0,10.0,8.0,7.0,6.0,7.0,2,16,0.68,28.0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,9.0,6.0,7.0,9.0,6.0,8.0,20.0,13.33,15.56,20.0,13.33,17.78,7.0,8.0,8.0,8.0,8.0,1
1963,5.0,146,161.0,7,0,0,8.0,8.0,8.0,8.0,8.0,16.67,18.75,18.75,18.75,18.75,8.33,6.0,8.0,8.0,7.0,7.0,6.0,6.0,2,16,-0.15,22.0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,9.0,6.0,7.0,9.0,6.0,8.0,20.0,13.33,15.56,20.0,13.33,17.78,7.0,8.0,8.0,8.0,8.0,1
1965,5.0,146,163.0,7,0,0,8.0,8.0,8.0,8.0,8.0,12.0,20.0,20.0,20.0,16.0,12.0,6.0,8.0,8.0,8.0,7.0,6.0,6.0,2,16,0.64,26.0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,9.0,6.0,7.0,9.0,6.0,8.0,20.0,13.33,15.56,20.0,13.33,17.78,7.0,8.0,8.0,8.0,8.0,1
1966,5.0,146,164.0,7,0,1,8.0,8.0,8.0,8.0,8.0,20.51,23.08,20.51,17.95,2.56,15.38,10.0,9.0,10.0,10.0,8.0,8.0,10.0,2,16,0.32,27.0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,9.0,6.0,7.0,9.0,6.0,8.0,20.0,13.33,15.56,20.0,13.33,17.78,7.0,8.0,8.0,8.0,8.0,1
1967,5.0,146,165.0,7,0,0,8.0,8.0,8.0,8.0,8.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,8.0,7.0,7.0,7.0,7.0,6.0,2,16,0.82,30.0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,9.0,6.0,7.0,9.0,6.0,8.0,20.0,13.33,15.56,20.0,13.33,17.78,7.0,8.0,8.0,8.0,8.0,1
1969,5.0,146,167.0,7,0,0,8.0,8.0,8.0,8.0,8.0,18.6,13.95,18.6,16.28,16.28,16.28,5.0,7.0,8.0,7.0,7.0,6.0,6.0,2,16,0.04,23.0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,9.0,6.0,7.0,9.0,6.0,8.0,20.0,13.33,15.56,20.0,13.33,17.78,7.0,8.0,8.0,8.0,8.0,1
1971,5.0,146,169.0,7,0,0,8.0,8.0,8.0,8.0,8.0,17.78,20.0,17.78,15.56,15.56,13.33,8.0,8.0,8.0,8.0,7.0,6.0,7.0,2,16,0.01,28.0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,9.0,6.0,7.0,9.0,6.0,8.0,20.0,13.33,15.56,20.0,13.33,17.78,7.0,8.0,8.0,8.0,8.0,1
1973,5.0,146,171.0,7,0,0,8.0,8.0,8.0,8.0,8.0,19.57,10.87,19.57,19.57,19.57,10.87,8.0,8.0,8.0,7.0,7.0,6.0,7.0,2,16,0.55,29.0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,9.0,6.0,7.0,9.0,6.0,8.0,20.0,13.33,15.56,20.0,13.33,17.78,7.0,8.0,8.0,8.0,8.0,1
1974,5.0,146,172.0,7,0,0,8.0,8.0,8.0,8.0,8.0,17.78,17.78,22.22,20.0,15.56,6.67,8.0,8.0,8.0,7.0,7.0,6.0,6.0,2,16,-0.29,27.0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,9.0,6.0,7.0,9.0,6.0,8.0,20.0,13.33,15.56,20.0,13.33,17.78,7.0,8.0,8.0,8.0,8.0,1
1975,5.0,146,173.0,7,0,0,8.0,8.0,8.0,8.0,8.0,18.37,18.37,20.41,20.41,16.33,6.12,6.0,8.0,8.0,8.0,7.0,6.0,5.0,2,16,-0.21,22.0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,9.0,6.0,7.0,9.0,6.0,8.0,20.0,13.33,15.56,20.0,13.33,17.78,7.0,8.0,8.0,8.0,8.0,1
1980,6.0,147,162.0,7,0,0,8.0,7.0,9.0,8.0,7.0,15.22,15.22,19.57,17.39,13.04,19.57,5.0,6.0,6.0,6.0,5.0,4.0,5.0,2,16,0.11,27.0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,25.0,12.5,12.5,25.0,12.5,12.5,7.0,8.0,8.0,8.0,8.0,1
1986,6.0,147,168.0,7,0,0,8.0,7.0,9.0,8.0,7.0,11.11,17.78,17.78,17.78,17.78,17.78,4.0,8.0,8.0,4.0,4.0,3.0,4.0,2,16,0.38,23.0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,25.0,12.5,12.5,25.0,12.5,12.5,7.0,8.0,8.0,8.0,8.0,1
1988,6.0,147,170.0,7,0,0,8.0,7.0,9.0,8.0,7.0,16.28,20.93,18.6,18.6,13.95,11.63,4.0,7.0,8.0,4.0,6.0,4.0,5.0,2,16,0.43,28.0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,25.0,12.5,12.5,25.0,12.5,12.5,7.0,8.0,8.0,8.0,8.0,1
1996,7.0,148,162.0,7,0,0,8.0,9.0,9.0,9.0,8.0,15.22,15.22,19.57,17.39,13.04,19.57,6.0,8.0,8.0,4.0,9.0,7.0,8.0,2,16,0.11,27.0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,9.0,9.0,9.0,9.0,9.0,9.0,23.81,16.67,14.29,23.81,9.52,11.9,7.0,8.0,8.0,8.0,8.0,1
2002,7.0,148,168.0,7,0,0,8.0,9.0,9.0,9.0,8.0,11.11,17.78,17.78,17.78,17.78,17.78,2.0,8.0,8.0,4.0,2.0,2.0,5.0,2,16,0.31,23.0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,9.0,9.0,9.0,9.0,9.0,9.0,23.81,16.67,14.29,23.81,9.52,11.9,7.0,8.0,8.0,8.0,8.0,1
2004,7.0,148,170.0,7,0,0,8.0,9.0,9.0,9.0,8.0,16.28,20.93,18.6,18.6,13.95,11.63,3.0,8.0,8.0,4.0,8.0,1.0,4.0,2,16,0.74,28.0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,9.0,9.0,9.0,9.0,9.0,9.0,23.81,16.67,14.29,23.81,9.52,11.9,7.0,8.0,8.0,8.0,8.0,1
2008,8.0,149,158.0,7,0,0,8.0,8.0,8.0,8.0,8.0,19.05,19.05,19.05,19.05,9.52,14.29,6.0,7.0,7.0,4.0,7.0,6.0,5.0,2,16,0.19,23.0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,10.0,4.0,7.0,9.0,8.0,2.0,28.57,8.57,20.0,20.0,14.29,8.57,7.0,8.0,8.0,8.0,8.0,1
2009,8.0,149,159.0,7,0,0,8.0,8.0,8.0,8.0,8.0,15.91,20.45,20.45,20.45,11.36,11.36,4.0,7.0,8.0,4.0,6.0,7.0,4.0,2,16,0.65,28.0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,10.0,4.0,7.0,9.0,8.0,2.0,28.57,8.57,20.0,20.0,14.29,8.57,7.0,8.0,8.0,8.0,8.0,1
2011,8.0,149,161.0,7,0,0,8.0,8.0,8.0,8.0,8.0,16.67,18.75,18.75,18.75,18.75,8.33,8.0,6.0,8.0,8.0,6.0,8.0,7.0,2,16,-0.11,22.0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,10.0,4.0,7.0,9.0,8.0,2.0,28.57,8.57,20.0,20.0,14.29,8.57,7.0,8.0,8.0,8.0,8.0,1
2013,8.0,149,163.0,7,0,0,8.0,8.0,8.0,8.0,8.0,12.0,20.0,20.0,20.0,16.0,12.0,5.0,6.0,6.0,4.0,4.0,4.0,5.0,2,16,0.47,26.0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,10.0,4.0,7.0,9.0,8.0,2.0,28.57,8.57,20.0,20.0,14.29,8.57,7.0,8.0,8.0,8.0,8.0,1
2014,8.0,149,164.0,7,0,0,8.0,8.0,8.0,8.0,8.0,20.51,23.08,20.51,17.95,2.56,15.38,3.0,7.0,8.0,3.0,3.0,3.0,3.0,2,16,0.45,27.0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,10.0,4.0,7.0,9.0,8.0,2.0,28.57,8.57,20.0,20.0,14.29,8.57,7.0,8.0,8.0,8.0,8.0,1
2015,8.0,149,165.0,7,0,0,8.0,8.0,8.0,8.0,8.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,7.0,6.0,4.0,4.0,6.0,6.0,2,16,0.15,30.0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,10.0,4.0,7.0,9.0,8.0,2.0,28.57,8.57,20.0,20.0,14.29,8.57,7.0,8.0,8.0,8.0,8.0,1
2017,8.0,149,167.0,7,0,0,8.0,8.0,8.0,8.0,8.0,18.6,13.95,18.6,16.28,16.28,16.28,4.0,6.0,7.0,7.0,5.0,8.0,5.0,2,16,0.26,23.0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,10.0,4.0,7.0,9.0,8.0,2.0,28.57,8.57,20.0,20.0,14.29,8.57,7.0,8.0,8.0,8.0,8.0,1
2019,8.0,149,169.0,7,0,0,8.0,8.0,8.0,8.0,8.0,17.78,20.0,17.78,15.56,15.56,13.33,8.0,7.0,8.0,7.0,7.0,8.0,7.0,2,16,0.45,28.0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,10.0,4.0,7.0,9.0,8.0,2.0,28.57,8.57,20.0,20.0,14.29,8.57,7.0,8.0,8.0,8.0,8.0,1
2021,8.0,149,171.0,7,0,1,8.0,8.0,8.0,8.0,8.0,19.57,10.87,19.57,19.57,19.57,10.87,6.0,8.0,8.0,6.0,7.0,6.0,7.0,2,16,0.52,29.0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,10.0,4.0,7.0,9.0,8.0,2.0,28.57,8.57,20.0,20.0,14.29,8.57,7.0,8.0,8.0,8.0,8.0,1
2022,8.0,149,172.0,7,0,1,8.0,8.0,8.0,8.0,8.0,17.78,17.78,22.22,20.0,15.56,6.67,7.0,7.0,7.0,6.0,6.0,6.0,7.0,2,16,-0.09,27.0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,10.0,4.0,7.0,9.0,8.0,2.0,28.57,8.57,20.0,20.0,14.29,8.57,7.0,8.0,8.0,8.0,8.0,1
2023,8.0,149,173.0,7,0,1,8.0,8.0,8.0,8.0,8.0,18.37,18.37,20.41,20.41,16.33,6.12,5.0,8.0,8.0,7.0,4.0,6.0,6.0,2,16,0.15,22.0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,10.0,4.0,7.0,9.0,8.0,2.0,28.57,8.57,20.0,20.0,14.29,8.57,7.0,8.0,8.0,8.0,8.0,1
2024,9.0,150,158.0,7,0,0,7.0,9.0,9.0,8.0,8.0,19.05,19.05,19.05,19.05,9.52,14.29,5.0,5.0,8.0,6.0,9.0,6.0,5.0,2,16,0.31,23.0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,7.0,6.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,1
2025,9.0,150,159.0,7,0,0,7.0,9.0,9.0,8.0,8.0,15.91,20.45,20.45,20.45,11.36,11.36,5.0,8.0,10.0,8.0,8.0,6.0,7.0,2,16,0.23,28.0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,7.0,6.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,1
2027,9.0,150,161.0,7,0,0,7.0,9.0,9.0,8.0,8.0,16.67,18.75,18.75,18.75,18.75,8.33,8.0,5.0,8.0,8.0,8.0,7.0,7.0,2,16,0.2,22.0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,7.0,6.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,1
2029,9.0,150,163.0,7,0,0,7.0,9.0,9.0,8.0,8.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,2,16,0.35,26.0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,7.0,6.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,1
2030,9.0,150,164.0,7,0,0,7.0,9.0,9.0,8.0,8.0,20.51,23.08,20.51,17.95,2.56,15.38,8.0,7.0,6.0,7.0,6.0,7.0,7.0,2,16,0.56,27.0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,7.0,6.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,1
2031,9.0,150,165.0,7,0,1,7.0,9.0,9.0,8.0,8.0,16.67,12.5,20.83,18.75,12.5,18.75,9.0,8.0,8.0,7.0,8.0,6.0,7.0,2,16,0.1,30.0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,7.0,6.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,1
2033,9.0,150,167.0,7,0,1,7.0,9.0,9.0,8.0,8.0,18.6,13.95,18.6,16.28,16.28,16.28,7.0,7.0,8.0,8.0,8.0,8.0,7.0,2,16,0.39,23.0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,7.0,6.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,1
2035,9.0,150,169.0,7,0,0,7.0,9.0,9.0,8.0,8.0,17.78,20.0,17.78,15.56,15.56,13.33,9.0,9.0,9.0,9.0,9.0,7.0,9.0,2,16,0.3,28.0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,7.0,6.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,1
2037,9.0,150,171.0,7,0,0,7.0,9.0,9.0,8.0,8.0,19.57,10.87,19.57,19.57,19.57,10.87,6.0,7.0,9.0,6.0,9.0,6.0,7.0,2,16,0.46,29.0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,7.0,6.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,1
2038,9.0,150,172.0,7,0,0,7.0,9.0,9.0,8.0,8.0,17.78,17.78,22.22,20.0,15.56,6.67,6.0,7.0,8.0,7.0,8.0,6.0,7.0,2,16,0.27,27.0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,7.0,6.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,1
2039,9.0,150,173.0,7,0,0,7.0,9.0,9.0,8.0,8.0,18.37,18.37,20.41,20.41,16.33,6.12,6.0,8.0,8.0,8.0,8.0,6.0,8.0,2,16,0.39,22.0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,7.0,7.0,6.0,5.0,5.0,5.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,1
2040,10.0,151,158.0,7,0,0,9.0,10.0,10.0,10.0,8.0,19.05,19.05,19.05,19.05,9.52,14.29,4.0,5.0,5.0,1.0,3.0,1.0,2.0,2,16,0.24,23.0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,8.0,6.0,7.0,8.0,9.0,6.0,23.81,14.29,16.67,19.05,14.29,11.9,7.0,8.0,8.0,8.0,8.0,1
2041,10.0,151,159.0,7,0,0,9.0,10.0,10.0,10.0,8.0,15.91,20.45,20.45,20.45,11.36,11.36,3.0,7.0,7.0,4.0,6.0,5.0,6.0,2,16,0.6,28.0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,8.0,6.0,7.0,8.0,9.0,6.0,23.81,14.29,16.67,19.05,14.29,11.9,7.0,8.0,8.0,8.0,8.0,1
2043,10.0,151,161.0,7,0,0,9.0,10.0,10.0,10.0,8.0,16.67,18.75,18.75,18.75,18.75,8.33,9.0,7.0,8.0,8.0,7.0,7.0,9.0,2,16,-0.35,22.0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,8.0,6.0,7.0,8.0,9.0,6.0,23.81,14.29,16.67,19.05,14.29,11.9,7.0,8.0,8.0,8.0,8.0,1
2045,10.0,151,163.0,7,0,0,9.0,10.0,10.0,10.0,8.0,12.0,20.0,20.0,20.0,16.0,12.0,7.0,5.0,7.0,8.0,7.0,7.0,7.5,2,16,0.65,26.0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,8.0,6.0,7.0,8.0,9.0,6.0,23.81,14.29,16.67,19.05,14.29,11.9,7.0,8.0,8.0,8.0,8.0,1
2046,10.0,151,164.0,7,0,0,9.0,10.0,10.0,10.0,8.0,20.51,23.08,20.51,17.95,2.56,15.38,6.0,8.0,8.0,5.0,7.0,8.0,7.0,2,16,0.54,27.0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,8.0,6.0,7.0,8.0,9.0,6.0,23.81,14.29,16.67,19.05,14.29,11.9,7.0,8.0,8.0,8.0,8.0,1
2047,10.0,151,165.0,7,0,0,9.0,10.0,10.0,10.0,8.0,16.67,12.5,20.83,18.75,12.5,18.75,8.0,5.0,5.0,4.0,6.0,5.0,4.0,2,16,0.47,30.0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,8.0,6.0,7.0,8.0,9.0,6.0,23.81,14.29,16.67,19.05,14.29,11.9,7.0,8.0,8.0,8.0,8.0,1
2049,10.0,151,167.0,7,0,0,9.0,10.0,10.0,10.0,8.0,18.6,13.95,18.6,16.28,16.28,16.28,6.0,3.0,6.0,5.0,4.0,7.0,3.0,2,16,0.19,23.0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,8.0,6.0,7.0,8.0,9.0,6.0,23.81,14.29,16.67,19.05,14.29,11.9,7.0,8.0,8.0,8.0,8.0,1
2051,10.0,151,169.0,7,0,0,9.0,10.0,10.0,10.0,8.0,17.78,20.0,17.78,15.56,15.56,13.33,7.0,8.0,7.0,7.0,7.0,6.0,7.0,2,16,0.47,28.0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,8.0,6.0,7.0,8.0,9.0,6.0,23.81,14.29,16.67,19.05,14.29,11.9,7.0,8.0,8.0,8.0,8.0,1
2053,10.0,151,171.0,7,0,0,9.0,10.0,10.0,10.0,8.0,19.57,10.87,19.57,19.57,19.57,10.87,5.0,7.0,6.0,5.0,7.0,6.0,5.0,2,16,0.33,29.0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,8.0,6.0,7.0,8.0,9.0,6.0,23.81,14.29,16.67,19.05,14.29,11.9,7.0,8.0,8.0,8.0,8.0,1
2054,10.0,151,172.0,7,0,0,9.0,10.0,10.0,10.0,8.0,17.78,17.78,22.22,20.0,15.56,6.67,7.0,8.0,7.0,6.0,7.0,8.0,7.0,2,16,0.0,27.0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,8.0,6.0,7.0,8.0,9.0,6.0,23.81,14.29,16.67,19.05,14.29,11.9,7.0,8.0,8.0,8.0,8.0,1
2055,10.0,151,173.0,7,0,1,9.0,10.0,10.0,10.0,8.0,18.37,18.37,20.41,20.41,16.33,6.12,8.0,7.0,8.0,9.0,6.0,10.0,9.0,2,16,0.09,22.0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,8.0,6.0,7.0,8.0,9.0,6.0,23.81,14.29,16.67,19.05,14.29,11.9,7.0,8.0,8.0,8.0,8.0,1
2060,11.0,152,162.0,7,0,0,7.0,9.0,10.0,8.0,8.0,15.22,15.22,19.57,17.39,13.04,19.57,5.0,6.0,8.0,7.0,7.0,8.0,7.0,2,16,0.65,27.0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,7.0,7.0,7.0,5.0,24.32,13.51,13.51,24.32,8.11,16.22,7.0,8.0,8.0,8.0,8.0,1
2066,11.0,152,168.0,7,0,0,7.0,9.0,10.0,8.0,8.0,11.11,17.78,17.78,17.78,17.78,17.78,4.0,7.0,7.0,6.0,7.0,5.0,6.0,2,16,0.22,23.0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,7.0,7.0,7.0,5.0,24.32,13.51,13.51,24.32,8.11,16.22,7.0,8.0,8.0,8.0,8.0,1
2068,11.0,152,170.0,7,0,0,7.0,9.0,10.0,8.0,8.0,16.28,20.93,18.6,18.6,13.95,11.63,4.0,6.0,7.0,6.0,8.0,6.0,6.0,2,16,0.63,28.0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,7.0,9.0,7.0,7.0,7.0,5.0,24.32,13.51,13.51,24.32,8.11,16.22,7.0,8.0,8.0,8.0,8.0,1
2076,12.0,153,162.0,7,0,0,7.0,7.0,7.0,6.0,6.0,15.22,15.22,19.57,17.39,13.04,19.57,5.0,5.0,7.0,6.0,7.0,6.0,5.0,2,16,0.3,27.0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,7.0,8.0,8.0,8.0,8.0,7.0,23.53,17.65,14.71,14.71,14.71,14.71,7.0,8.0,8.0,8.0,8.0,1
2082,12.0,153,168.0,7,0,0,7.0,7.0,7.0,6.0,6.0,11.11,17.78,17.78,17.78,17.78,17.78,5.0,6.0,6.0,6.0,7.0,6.0,6.0,2,16,0.2,23.0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,7.0,8.0,8.0,8.0,8.0,7.0,23.53,17.65,14.71,14.71,14.71,14.71,7.0,8.0,8.0,8.0,8.0,1
2084,12.0,153,170.0,7,0,0,7.0,7.0,7.0,6.0,6.0,16.28,20.93,18.6,18.6,13.95,11.63,5.0,5.0,7.0,5.0,7.0,4.0,4.0,2,16,0.36,28.0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,7.0,8.0,8.0,8.0,8.0,7.0,23.53,17.65,14.71,14.71,14.71,14.71,7.0,8.0,8.0,8.0,8.0,1
2088,13.0,154,158.0,7,0,0,8.0,9.0,9.0,9.0,9.0,19.05,19.05,19.05,19.05,9.52,14.29,5.0,8.0,10.0,5.0,8.0,7.0,5.0,2,16,-0.26,23.0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,9.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,1
2089,13.0,154,159.0,7,0,0,8.0,9.0,9.0,9.0,9.0,15.91,20.45,20.45,20.45,11.36,11.36,6.0,8.0,9.0,8.0,9.0,5.0,7.0,2,16,0.46,28.0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,9.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,1
2091,13.0,154,161.0,7,0,1,8.0,9.0,9.0,9.0,9.0,16.67,18.75,18.75,18.75,18.75,8.33,10.0,8.0,9.0,9.0,8.0,6.0,8.0,2,16,0.51,22.0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,9.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,1
